SeriesInstanceUID,StudyInstanceUID,SeriesNumberInstances,SeriesPlane,SeriesLabelMerge
1.2.840.113619.2.410.15512023.5814788.12943.1599438212.232,1.2.840.113619.6.410.228740670531169773299671777809937974762,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.12943.1599438212.235,1.2.840.113619.6.410.228740670531169773299671777809937974762,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.12943.1599438212.238,1.2.840.113619.6.410.228740670531169773299671777809937974762,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.12943.1599438212.382,1.2.840.113619.6.410.115691705718311235874936165638478465723,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.12943.1599438212.384,1.2.840.113619.6.410.115691705718311235874936165638478465723,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.12943.1599438212.385,1.2.840.113619.6.410.115691705718311235874936165638478465723,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.12943.1599438212.387,1.2.840.113619.6.410.115691705718311235874936165638478465723,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.12943.1599438212.389,1.2.840.113619.6.410.115691705718311235874936165638478465723,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.12943.1599438213.699,1.2.840.113619.6.410.284829606723725549679006570235743894743,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.12943.1599438213.701,1.2.840.113619.6.410.284829606723725549679006570235743894743,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.12943.1599438213.704,1.2.840.113619.6.410.284829606723725549679006570235743894743,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.12943.1599438213.703,1.2.840.113619.6.410.284829606723725549679006570235743894743,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.709,1.2.840.113619.6.410.29118749366678588281434504685916033616,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.711,1.2.840.113619.6.410.29118749366678588281434504685916033616,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.712,1.2.840.113619.6.410.29118749366678588281434504685916033616,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.713,1.2.840.113619.6.410.29118749366678588281434504685916033616,96,axial,other
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.714,1.2.840.113619.6.410.29118749366678588281434504685916033616,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.718,1.2.840.113619.6.410.92799438004935535719187645682270560917,25,axial,other
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.720,1.2.840.113619.6.410.92799438004935535719187645682270560917,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.721,1.2.840.113619.6.410.92799438004935535719187645682270560917,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.722,1.2.840.113619.6.410.92799438004935535719187645682270560917,96,axial,other
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.723,1.2.840.113619.6.410.92799438004935535719187645682270560917,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.902,1.2.840.113619.6.410.187510748184269179517286452881559008700,25,axial,other
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.904,1.2.840.113619.6.410.187510748184269179517286452881559008700,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.905,1.2.840.113619.6.410.187510748184269179517286452881559008700,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.906,1.2.840.113619.6.410.187510748184269179517286452881559008700,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.907,1.2.840.113619.6.410.187510748184269179517286452881559008700,160,axial,t1
1.2.840.113619.2.410.15512023.5814788.13131.1596413078.908,1.2.840.113619.6.410.187510748184269179517286452881559008700,96,axial,other
1.2.840.113619.2.410.15512023.5814788.13131.1596413079.131,1.2.840.113619.6.410.67189537291259173420834055643483688197,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13131.1596413079.133,1.2.840.113619.6.410.67189537291259173420834055643483688197,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13131.1596413079.134,1.2.840.113619.6.410.67189537291259173420834055643483688197,196,axial,other
1.2.840.113619.2.410.15512023.5814788.13131.1596413079.135,1.2.840.113619.6.410.67189537291259173420834055643483688197,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13131.1596413079.136,1.2.840.113619.6.410.67189537291259173420834055643483688197,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13122.1598855604.889,1.2.840.113619.6.410.14448318743452333960338346097065890202,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13122.1598855604.892,1.2.840.113619.6.410.14448318743452333960338346097065890202,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13122.1598855604.905,1.2.840.113619.6.410.251921316841386296542981197855438274313,112,axial,other
1.2.840.113619.2.410.15512023.5814788.13122.1598855604.907,1.2.840.113619.6.410.251921316841386296542981197855438274313,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13122.1598855604.908,1.2.840.113619.6.410.251921316841386296542981197855438274313,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13122.1598855605.18,1.2.840.113619.6.410.182092837279231215753665729542209422074,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13122.1598855605.20,1.2.840.113619.6.410.182092837279231215753665729542209422074,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13122.1598855605.22,1.2.840.113619.6.410.182092837279231215753665729542209422074,10,axial,t1
1.2.840.113619.2.410.15512023.5814788.13122.1598855605.25,1.2.840.113619.6.410.182092837279231215753665729542209422074,10,axial,t1
1.2.840.113619.2.410.15512023.5814788.13178.1600416971.327,1.2.840.113619.6.410.66407727539833811361538031334665148945,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13178.1600416971.330,1.2.840.113619.6.410.66407727539833811361538031334665148945,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13178.1600416971.331,1.2.840.113619.6.410.66407727539833811361538031334665148945,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13178.1600416971.332,1.2.840.113619.6.410.66407727539833811361538031334665148945,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13178.1600416971.900,1.2.840.113619.6.410.300267787693247921510086091600291259554,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13178.1600416971.902,1.2.840.113619.6.410.300267787693247921510086091600291259554,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13178.1600416971.903,1.2.840.113619.6.410.300267787693247921510086091600291259554,68,axial,other
1.2.840.113619.2.410.15512023.5814788.13178.1600416971.904,1.2.840.113619.6.410.300267787693247921510086091600291259554,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13178.1600416971.906,1.2.840.113619.6.410.300267787693247921510086091600291259554,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13104.1600301475.680,1.2.840.113619.6.410.72018269195702828501937209391299217744,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13104.1600301475.682,1.2.840.113619.6.410.72018269195702828501937209391299217744,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13104.1600301475.683,1.2.840.113619.6.410.72018269195702828501937209391299217744,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13104.1600301475.684,1.2.840.113619.6.410.72018269195702828501937209391299217744,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13143.1595549261.956,1.2.840.113619.6.410.37036263072944493744077818572951532217,112,axial,other
1.2.840.113619.2.410.15512023.5814788.13143.1595549261.957,1.2.840.113619.6.410.37036263072944493744077818572951532217,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13143.1595549261.959,1.2.840.113619.6.410.37036263072944493744077818572951532217,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13143.1595549261.960,1.2.840.113619.6.410.37036263072944493744077818572951532217,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13143.1595549261.961,1.2.840.113619.6.410.37036263072944493744077818572951532217,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13250.1594857732.553,1.2.840.113619.6.410.137898055049934871985620822007479701607,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13250.1594857732.556,1.2.840.113619.6.410.137898055049934871985620822007479701607,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13250.1594857732.559,1.2.840.113619.6.410.137898055049934871985620822007479701607,10,axial,t1
1.2.840.113619.2.410.15512023.5814788.13250.1594857732.683,1.2.840.113619.6.410.141640540339052530491289890774412858368,25,axial,other
1.2.840.113619.2.410.15512023.5814788.13250.1594857732.685,1.2.840.113619.6.410.141640540339052530491289890774412858368,272,axial,t1
1.2.840.113619.2.410.15512023.5814788.13250.1594857732.686,1.2.840.113619.6.410.141640540339052530491289890774412858368,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.13250.1594857732.687,1.2.840.113619.6.410.141640540339052530491289890774412858368,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13250.1594857732.688,1.2.840.113619.6.410.141640540339052530491289890774412858368,272,axial,t1
1.2.840.113619.2.410.15512023.5814788.13250.1594857732.689,1.2.840.113619.6.410.141640540339052530491289890774412858368,272,axial,t1
1.2.840.113619.2.410.15512023.5814788.13598.1602729418.663,1.2.840.113619.6.410.190325384476836683096616638122883818636,25,axial,other
1.2.840.113619.2.410.15512023.5814788.13598.1602729418.666,1.2.840.113619.6.410.190325384476836683096616638122883818636,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13598.1602729418.667,1.2.840.113619.6.410.190325384476836683096616638122883818636,68,axial,other
1.2.840.113619.2.410.15512023.5814788.13598.1602729418.665,1.2.840.113619.6.410.190325384476836683096616638122883818636,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13598.1602729418.668,1.2.840.113619.6.410.190325384476836683096616638122883818636,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13598.1602729418.985,1.2.840.113619.6.410.283423224305112722086381747904404575437,25,axial,other
1.2.840.113619.2.410.15512023.5814788.13598.1602729418.987,1.2.840.113619.6.410.283423224305112722086381747904404575437,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13598.1602729418.988,1.2.840.113619.6.410.283423224305112722086381747904404575437,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13598.1602729418.989,1.2.840.113619.6.410.283423224305112722086381747904404575437,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.28610.15791612970897,1.2.840.113619.6.410.329274338869633041270199169377980387834,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.17225.1603325074.147,1.2.840.113619.6.410.174072765080161491362771485327290535775,25,axial,other
1.2.840.113619.2.410.15512023.5814788.17225.1603325074.150,1.2.840.113619.6.410.174072765080161491362771485327290535775,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.17225.1603325074.152,1.2.840.113619.6.410.174072765080161491362771485327290535775,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.17225.1603325074.153,1.2.840.113619.6.410.174072765080161491362771485327290535775,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.3662.1580351900440,1.2.840.113619.6.410.120798535282182510508433318089287298444,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.8686.1580440257463,1.2.840.113619.6.410.294840114589361917339754723274158169223,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.26291.15804548990269,1.2.840.113619.6.410.129535188818490734954528572423006842250,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.8915.1580718080746,1.2.840.113619.6.410.134326008530526694910986598523934182418,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.2808.1580715543799,1.2.840.113619.6.410.35122281026575499042207664568529006499,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.1632.1581392142640,1.2.840.113619.6.410.213925565523759567732468613113106897503,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.18616.15814052700327,1.2.840.113619.6.410.132199041217119995266064421749631101235,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.11846.15819274100406,1.2.840.113619.6.410.255341383267583657038471475025735047099,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.18193.1579133498.586,1.2.840.113619.6.410.329274338869633041270199169377980387834,144,axial,other
1.2.840.113619.2.410.15512023.5814788.18193.1579133498.587,1.2.840.113619.6.410.329274338869633041270199169377980387834,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18193.1579133498.589,1.2.840.113619.6.410.329274338869633041270199169377980387834,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.490,1.2.840.113619.6.410.120798535282182510508433318089287298444,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.492,1.2.840.113619.6.410.120798535282182510508433318089287298444,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.493,1.2.840.113619.6.410.120798535282182510508433318089287298444,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.494,1.2.840.113619.6.410.120798535282182510508433318089287298444,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.656,1.2.840.113619.6.410.294840114589361917339754723274158169223,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.659,1.2.840.113619.6.410.294840114589361917339754723274158169223,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.660,1.2.840.113619.6.410.294840114589361917339754723274158169223,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.661,1.2.840.113619.6.410.294840114589361917339754723274158169223,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.728,1.2.840.113619.6.410.129535188818490734954528572423006842250,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.729,1.2.840.113619.6.410.129535188818490734954528572423006842250,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.730,1.2.840.113619.6.410.129535188818490734954528572423006842250,112,axial,other
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.732,1.2.840.113619.6.410.129535188818490734954528572423006842250,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.733,1.2.840.113619.6.410.129535188818490734954528572423006842250,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.18255.1580343453.734,1.2.840.113619.6.410.129535188818490734954528572423006842250,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.18376.1581294026.174,1.2.840.113619.6.410.213925565523759567732468613113106897503,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18376.1581294026.176,1.2.840.113619.6.410.213925565523759567732468613113106897503,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.18376.1581294026.177,1.2.840.113619.6.410.213925565523759567732468613113106897503,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.18376.1581294026.178,1.2.840.113619.6.410.213925565523759567732468613113106897503,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.18376.1581294026.248,1.2.840.113619.6.410.132199041217119995266064421749631101235,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18376.1581294026.250,1.2.840.113619.6.410.132199041217119995266064421749631101235,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.18376.1581294026.251,1.2.840.113619.6.410.132199041217119995266064421749631101235,12,axial,other
1.2.840.113619.2.410.15512023.5814788.18376.1581294026.253,1.2.840.113619.6.410.132199041217119995266064421749631101235,12,axial,t2
1.2.840.113619.2.410.15512023.5814788.18376.1581294026.255,1.2.840.113619.6.410.132199041217119995266064421749631101235,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.18376.1581294026.256,1.2.840.113619.6.410.132199041217119995266064421749631101235,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.4124.1586746746200,1.2.840.113619.6.410.332119419096343645712949244546116853199,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.18429.1580688662.696,1.2.840.113619.6.410.35122281026575499042207664568529006499,112,axial,other
1.2.840.113619.2.410.15512023.5814788.18429.1580688662.697,1.2.840.113619.6.410.35122281026575499042207664568529006499,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18429.1580688662.699,1.2.840.113619.6.410.35122281026575499042207664568529006499,228,axial,t1
1.2.840.113619.2.410.15512023.5814788.18429.1580688662.700,1.2.840.113619.6.410.35122281026575499042207664568529006499,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.18429.1580688662.703,1.2.840.113619.6.410.35122281026575499042207664568529006499,228,axial,t1
1.2.840.113619.2.410.15512023.5814788.18429.1580688662.728,1.2.840.113619.6.410.134326008530526694910986598523934182418,112,axial,other
1.2.840.113619.2.410.15512023.5814788.18429.1580688662.729,1.2.840.113619.6.410.134326008530526694910986598523934182418,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18429.1580688662.731,1.2.840.113619.6.410.134326008530526694910986598523934182418,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.10612.15696608290576,1.2.840.113619.6.410.211312410577086490523754881444784253502,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.18572.1581898729.560,1.2.840.113619.6.410.255341383267583657038471475025735047099,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18572.1581898729.562,1.2.840.113619.6.410.255341383267583657038471475025735047099,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.18572.1581898729.563,1.2.840.113619.6.410.255341383267583657038471475025735047099,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.18572.1581898729.565,1.2.840.113619.6.410.255341383267583657038471475025735047099,18,axial,t2
1.2.840.113619.2.410.15512023.5814788.18572.1581898729.566,1.2.840.113619.6.410.255341383267583657038471475025735047099,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.5360.1586155323946,1.2.840.113619.6.410.33615807816785290413285408497555730999,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.18845.1586740087.268,1.2.840.113619.6.410.332119419096343645712949244546116853199,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18845.1586740087.271,1.2.840.113619.6.410.332119419096343645712949244546116853199,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.7550.1579051145102,1.2.840.113619.6.410.155223390873941876127890484007219336581,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.18979.15790574060114,1.2.840.113619.6.410.111685659935205307282178263189933877201,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.18527.1569544481.358,1.2.840.113619.6.410.211312410577086490523754881444784253502,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.18527.1569544481.359,1.2.840.113619.6.410.211312410577086490523754881444784253502,68,axial,other
1.2.840.113619.2.410.15512023.5814788.18527.1569544481.360,1.2.840.113619.6.410.211312410577086490523754881444784253502,12,axial,t1
1.2.840.113619.2.410.15512023.5814788.18527.1569544481.361,1.2.840.113619.6.410.211312410577086490523754881444784253502,12,axial,t1
1.2.840.113619.2.410.15512023.5814788.18527.1569544481.362,1.2.840.113619.6.410.211312410577086490523754881444784253502,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.19373.1586132526.680,1.2.840.113619.6.410.33615807816785290413285408497555730999,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.19373.1586132526.682,1.2.840.113619.6.410.33615807816785290413285408497555730999,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.19373.1586132526.683,1.2.840.113619.6.410.33615807816785290413285408497555730999,18,axial,t2
1.2.840.113619.2.410.15512023.5814788.19373.1586132526.684,1.2.840.113619.6.410.33615807816785290413285408497555730999,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.19373.1586132526.685,1.2.840.113619.6.410.33615807816785290413285408497555730999,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.19373.1586132526.686,1.2.840.113619.6.410.33615807816785290413285408497555730999,138,axial,t1
1.2.840.113619.2.410.15512023.5814788.19373.1586132526.687,1.2.840.113619.6.410.33615807816785290413285408497555730999,714,axial,other
1.2.840.113619.2.410.15512023.5814788.19174.1578875699.408,1.2.840.113619.6.410.155223390873941876127890484007219336581,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.19174.1578875699.410,1.2.840.113619.6.410.155223390873941876127890484007219336581,96,axial,other
1.2.840.113619.2.410.15512023.5814788.19174.1578875699.411,1.2.840.113619.6.410.155223390873941876127890484007219336581,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.19174.1578875699.412,1.2.840.113619.6.410.155223390873941876127890484007219336581,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.19174.1578875699.413,1.2.840.113619.6.410.155223390873941876127890484007219336581,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.19174.1578875699.459,1.2.840.113619.6.410.111685659935205307282178263189933877201,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.19174.1578875699.460,1.2.840.113619.6.410.111685659935205307282178263189933877201,68,axial,other
1.2.840.113619.2.410.15512023.5814788.19174.1578875699.462,1.2.840.113619.6.410.111685659935205307282178263189933877201,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.19174.1578875699.463,1.2.840.113619.6.410.111685659935205307282178263189933877201,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.19174.1578875699.467,1.2.840.113619.6.410.233883733650347072299420381528089101654,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13026.15936632980779,1.2.840.113619.6.410.325252479896783011599946586280965820839,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.27102.15952358630267,1.2.840.113619.6.410.185081813482343740160843226107996262301,18,axial,t2
1.2.840.113619.2.410.15512023.5814788.23958.16034354120451,1.2.840.113619.6.410.174072765080161491362771485327290535775,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.8109.1594175349090,1.2.840.113619.6.410.27346059325724541118831756052788707920,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.22924.15997842090433,1.2.840.113619.6.410.284829606723725549679006570235743894743,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.26990.15994405840669,1.2.840.113619.6.410.228740670531169773299671777809937974762,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.24211.15994543340307,1.2.840.113619.6.410.115691705718311235874936165638478465723,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.10537.15958382770509,1.2.840.113619.6.410.37036263072944493744077818572951532217,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.7177.1599178956230,1.2.840.113619.6.410.182092837279231215753665729542209422074,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.17286.15991198550440,1.2.840.113619.6.410.14448318743452333960338346097065890202,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.18867.15934021440724,1.2.840.113619.6.410.247974811334191840181087968172054686796,25,axial,t2
1.2.840.113619.2.80.2802896632.10981.1597296974.1.4.2,1.2.840.113619.6.388.64929441023313671649857008166169394308,25,axial,other
1.2.840.113619.2.80.2802896632.10988.1589949160.1.4.2,1.2.840.113619.6.388.299299337503180564742008804526958698621,24,axial,other
1.2.840.113619.2.80.2802896632.10988.1589949163.27.4.2,1.2.840.113619.6.388.299299337503180564742008804526958698621,24,axial,other
1.2.840.113619.2.80.2802896632.11452.1599609703.1.4.2,1.2.840.113619.6.388.101774739834280643528361334251926593124,23,axial,other
1.2.840.113619.2.80.2802896632.12183.1600065942.1.4.2,1.2.840.113619.6.388.74683286453952075937035405717023185455,24,axial,other
1.2.840.113619.2.80.2802896632.12194.1591751092.1.4.2,1.2.840.113619.6.388.146640418622534271372986152185710243255,24,axial,other
1.2.840.113619.2.80.2802896632.12194.1591751094.27.4.2,1.2.840.113619.6.388.146640418622534271372986152185710243255,24,axial,other
1.2.840.113619.2.80.2802896632.12396.1600244131.1.4.2,1.2.840.113619.6.388.213565341158267797835695113155057524431,27,axial,other
1.2.840.113619.2.80.2802896632.12444.1602751499.1.4.2,1.2.840.113619.6.388.80689003767901423763295032541842825358,24,axial,other
1.2.840.113619.2.80.2802896632.12617.1599555068.1.4.2,1.2.840.113619.6.388.314842585455233843120254298744963719518,24,axial,other
1.2.840.113619.2.80.2802896632.12779.1591660537.1.4.2,1.2.840.113619.6.388.75571410917674167719314860541758610959,24,axial,other
1.2.840.113619.2.80.2802896632.12779.1591660539.27.4.2,1.2.840.113619.6.388.75571410917674167719314860541758610959,24,axial,other
1.2.840.113619.2.80.2802896632.13122.1599117127.1.4.2,1.2.840.113619.6.388.132562926625040752465380888138365504032,24,axial,other
1.2.840.113619.2.80.2802896632.13366.1591776190.1.4.2,1.2.840.113619.6.388.334416166895053956156686483370613980592,24,axial,other
1.2.840.113619.2.80.2802896632.13547.1591568622.20.4.2,1.2.840.113619.6.388.155802765068979951428018276632058819116,24,axial,other
1.2.840.113619.2.80.2802896632.13547.1591568625.46.4.2,1.2.840.113619.6.388.155802765068979951428018276632058819116,24,axial,other
1.2.840.113619.2.80.2802896632.13562.1602644741.1.4.2,1.2.840.113619.6.388.312134215383587103953960642794293542593,24,axial,other
1.2.840.113619.2.80.2802896632.13767.1602230662.1.4.2,1.2.840.113619.6.388.339619180593176789945439702637115247705,24,axial,other
1.2.840.113619.2.80.2802896632.14190.1601340382.1.4.2,1.2.840.113619.6.388.149115943014400619738246772455111288362,24,axial,other
1.2.840.113619.2.80.2802896632.14378.1595830831.1.4.2,1.2.840.113619.6.388.241598939277384086076261576433400480797,29,axial,other
1.2.840.113619.2.80.2802896632.14579.1596150959.1.4.2,1.2.840.113619.6.388.314405020800736104355735550758940327499,24,axial,other
1.2.840.113619.2.80.2802896632.14742.1597013603.33.4.2,1.2.840.113619.6.388.42124512683879592067617762372135468378,1,axial,other
1.2.840.113619.2.80.2802896632.14788.1591755312.1.4.2,1.2.840.113619.6.388.310606059103075944868613474148678992530,24,axial,other
1.2.840.113619.2.80.2802896632.14788.1591755314.27.4.2,1.2.840.113619.6.388.310606059103075944868613474148678992530,24,axial,other
1.2.840.113619.2.80.2802896632.14835.1602644126.1.4.2,1.2.840.113619.6.388.312134215383587103953960642794293542593,24,axial,other
1.2.840.113619.2.80.2802896632.15037.1597447281.1.4.2,1.2.840.113619.6.388.39012638447575484400869236336700251519,30,axial,other
1.2.840.113619.2.80.2802896632.15371.1597193172.1.4.2,1.2.840.113619.6.388.76770229986043515521108759902258084570,25,axial,other
1.2.840.113619.2.80.2802896632.15964.1599724325.1.4.2,1.2.840.113619.6.388.307008614573489317856088494638419443875,24,axial,other
1.2.840.113619.2.80.2802896632.16296.1600244210.1.4.2,1.2.840.113619.6.388.213565341158267797835695113155057524431,24,axial,other
1.2.840.113619.2.80.2802896632.16818.1580334535.1.4.2,1.2.840.113619.6.388.244133129564384542759028600291574149505,25,axial,other
1.2.840.113619.2.80.2802896632.16964.1602733528.1.4.2,1.2.840.113619.6.388.115131296190354272963907677391386255526,24,axial,other
1.2.840.113619.2.80.2802896632.1699.1595633777.1.4.2,1.2.840.113619.6.388.73906896814239789518966136881253359664,17,axial,other
1.2.840.113619.2.80.2802896632.17899.1579134749.1.4.2,1.2.840.113619.6.388.207657736653209683860670762649453396050,17,axial,other
1.2.840.113619.2.80.2802896632.18762.1601432582.1.4.2,1.2.840.113619.6.388.295594453288640871910941788426249909005,24,axial,other
1.2.840.113619.2.80.2802896632.19179.1602059088.1.4.2,1.2.840.113619.6.388.155092692026527737037154175508640053039,24,axial,other
1.2.840.113619.2.80.2802896632.19293.1596669353.1.4.2,1.2.840.113619.6.388.126549656610136813161153393616132672333,24,axial,other
1.2.840.113619.2.80.2802896632.19346.1598948271.1.4.2,1.2.840.113619.6.388.74651017419275797847028996198355859908,24,axial,other
1.2.840.113619.2.80.2802896632.20089.1597361898.1.4.2,1.2.840.113619.6.388.127926731721136232322882167174687659989,25,axial,other
1.2.840.113619.2.80.2802896632.20413.1590130265.1.4.2,1.2.840.113619.6.388.212249813450615872040551627358991312203,25,axial,other
1.2.840.113619.2.80.2802896632.20730.1592609135.1.4.2,1.2.840.113619.6.388.312048644914612360656250487265160389743,24,axial,other
